run_idx,timestamp,input_text,model,status,label,score,error
0,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",climate-specificity,ok,spec,0.84,
0,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",climate-sentiment,ok,opportunity,0.86,
0,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",environmental-claims,ok,no,1.0,
0,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",climate-f,ok,LABEL_1,0.54,
0,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",climate-d-s,ok,LABEL_0,0.5,
0,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",climate-d,ok,LABEL_1,0.56,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",econbert,error,,,Unrecognized model in climatebert/econbert. Should have a `model_type` key in its config.json.
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",controversy-classification,error,,,Unrecognized model in climatebert/ClimateControversyBERT_classification. Should have a `model_type` key in its config.json.
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",controversy-bert,error,,,Unrecognized model in climatebert/ClimateControversyBert. Should have a `model_type` key in its config.json.
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",netzero-reduction,ok,none,1.0,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",transition-physical,ok,Physical risk,1.0,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",renewable,ok,Not about renewables,1.0,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",climate-detector,ok,yes,1.0,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",climate-commitment,ok,no,1.0,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",climate-tcfd,ok,risk,0.9,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",climate-s,ok,LABEL_1,0.51,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",climate-specificity,ok,non,0.96,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",climate-sentiment,ok,neutral,0.81,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",environmental-claims,ok,no,1.0,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",climate-f,ok,LABEL_1,0.54,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",climate-d-s,ok,LABEL_0,0.5,
1,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",climate-d,ok,LABEL_1,0.58,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",econbert,error,,,Unrecognized model in climatebert/econbert. Should have a `model_type` key in its config.json.
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",controversy-classification,error,,,Unrecognized model in climatebert/ClimateControversyBERT_classification. Should have a `model_type` key in its config.json.
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",controversy-bert,error,,,Unrecognized model in climatebert/ClimateControversyBert. Should have a `model_type` key in its config.json.
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",netzero-reduction,ok,none,1.0,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",transition-physical,ok,Physical risk,1.0,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",renewable,ok,Not about renewables,1.0,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",climate-detector,ok,no,0.99,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",climate-commitment,ok,no,0.86,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",climate-tcfd,ok,strategy,0.79,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",climate-s,ok,LABEL_1,0.5,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",climate-specificity,ok,non,0.68,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",climate-sentiment,ok,neutral,0.64,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",environmental-claims,ok,no,0.98,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",climate-f,ok,LABEL_1,0.55,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",climate-d-s,ok,LABEL_0,0.5,
2,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",climate-d,ok,LABEL_1,0.56,
