run_idx,record_idx,timestamp,model,target,prompt,text,aspect,esg,tone,sentiment,sentiment_score,labels,reasoning,target_doc,text_len_words
105,4,2026-06-03T18:39:59Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_zero_shot_indonesian.md,"The Company expects these measures to contribute positively to climate change mitigation, while also sustainably preserving environmental quality, maintaining a lush, green setting with clean, fresh air, both in the short and long term.",climate change mitigation expectation,e,none,neutral,0.0,['climate-f'],"The company anticipates that its measures will positively mitigate climate change, indicating an environmental (E) focus with a forward‑looking (climate‑f) stance, but no concrete result is claimed.",Sustainability_Report_PT_Sentul_City_Tbk_2025,34
105,5,2026-06-03T18:39:59Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_zero_shot_indonesian.md,"Sustainability value campaigns, from the smallest, most immediate settings to broader contexts, need to be continuously promoted so that these values become embedded as a culture of sustainability.",sustainability value campaigns,g,action,neutral,0.0,[],"The segment describes the company's ongoing action to promote sustainability value campaigns, reflecting a governance (G) focus with no explicit positive or negative evaluation.",Sustainability_Report_PT_Sentul_City_Tbk_2025,28
105,6,2026-06-03T18:39:59Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_zero_shot_indonesian.md,"The research concluded that the Company has provided high-quality landscape services and that its private green open spaces serve as ecological assets and socio‑economic capital, strengthening the competitiveness of sustainable residential areas.",landscape services assessment outcome,e,outcome,positive,1.0,['environmental-claims'],"The segment reports a research outcome confirming high‑quality landscape services and the ecological value of green spaces, indicating an environmental (E) achievement with a positive sentiment.",Sustainability_Report_PT_Sentul_City_Tbk_2025,32
105,7,2026-06-03T18:39:59Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_zero_shot_indonesian.md,There are three planned toll road developments located around Sentul City.,planned toll road developments,e,none,neutral,0.0,['climate-f'],"The sentence lists upcoming toll road projects, representing an environmental (E) infrastructure focus with a forward‑looking (climate‑f) tone but no explicit sentiment.",Sustainability_Report_PT_Sentul_City_Tbk_2025,11
105,8,2026-06-03T18:39:59Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_zero_shot_indonesian.md,These developments further strengthen Sentul City's location as a highly strategic residential hub.,strategic residential hub strengthening,s,outcome,positive,1.0,[],"The statement indicates that the planned toll roads enhance Sentul City's strategic residential hub status, reflecting a social (S) benefit with a positive outcome.",Sustainability_Report_PT_Sentul_City_Tbk_2025,13
105,9,2026-06-03T18:39:59Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_zero_shot_indonesian.md,The Company consistently offers a range of adaptive and relevant residential products.,adaptive residential products offering,s,action,neutral,0.0,[],"The company's action of offering adaptive residential products reflects a social (S) focus, with no explicit positive or negative evaluation.",Sustainability_Report_PT_Sentul_City_Tbk_2025,12
106,0,2026-06-03T18:40:46Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_chain_of_thought_indonesian.md,"PT Sentul City Tbk, under the theme “Elevating Lives, Building Sustainable Growth,” reflects its commitment to developing a township that delivers tangible benefits to its residents while preserving environmental sustainability. This commitment is realized through the development of a self‑sustained city that seamlessly integrates nature, premium facilities, and convenient access. As a property developer, the Company focuses on developing living spaces that enhance quality of life through a sustainable, innovative green city concept, or Eco‑City, across a 3,100‑hectare area. The Company’s missions are further optimized with the development of Biotown, an integrated area envisioned as Indonesia’s first health‑focused city.",strategi keberlanjutan,e,commitment,positive,0.92,"['climate-d-s', 'strategy', 'climate-commitment']","The passage explicitly discusses Eco‑City, alignment with SDGs, green spaces and climate mitigation, indicating a specific climate‑related commitment and strategic focus on sustainability.",Sustainability_Report_PT_Sentul_City_Tbk_2025,99
106,1,2026-06-03T18:40:46Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_chain_of_thought_indonesian.md,"Pujian Syukur kita panjatkan ke hadarat Tuhan Yang Maha Esa atas berkat rahmat dan karunia-Nya, kita dapat melewati tahun 2025 dengan baik. Laporan Keberlanjutan merupakan laporan kepada masyarakat tentang kinerja keberlanjutan yang terkait dengan aspek ekonomi, sosial, dan lingkungan hidup. Sehubungan dengan hal tersebut Perseroan senantiasa berkomitmen agar dapat memberikan kontribusi yang baik terkait perbaikan, pemeliharaan dan pengembangan Lingkungan Hidup, Pemberdayaan Masyarakat, Pendidikan dan Pengembangan Sosial Kemasyarakatan lainnya, di sekitar wilayah Perseroan beroperasi, sesuai kemampuan dan perkembangan yang ada.",sambutan direksi,g,commitment,positive,0.88,"['governance', 'climate-commitment']","The board affirms commitment to environmental and social responsibilities and aligns with sustainability goals, reflecting governance oversight and climate‑related commitment.",Sustainability_Report_PT_Sentul_City_Tbk_2025,79
106,2,2026-06-03T18:40:46Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_chain_of_thought_indonesian.md,"Terdapat tiga rencana pembangunan jalan tol baru yang nantinya akan berada di sekitar Sentul City. Pertama, Tol Sentul Selatan - Karawang yang saat ini masih dalam proses tender oleh pemerintah yang diharapkan dapat memecah kepadatan lalu lintas di Tol Jagorawi dan Tol Cikampek. Kedua, Tol Japek II Selatan yang secara fungsional sudah digunakan oleh pemerintah dan target rampung di akhir tahun 2026. Ketiga, Tol Serpong - Bogor dirancang untuk menciptakan konektivitas tanpa hambatan antara wilayah Bogor dan Tangerang dengan target konstruksi mulai pada akhir tahun 2026. Pembangunan infrastruktur ini semakin memperkuat posisi Sentul City sebagai hub hunian yang sangat strategis.",pembangunan jalan tol,e,action,neutral,0.5,['opportunity'],"The segment describes planned toll‑road projects that aim to improve connectivity and traffic flow, representing future development opportunities.",Sustainability_Report_PT_Sentul_City_Tbk_2025,100
106,3,2026-06-03T18:40:46Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_chain_of_thought_indonesian.md,"Pengembangan kawasan yang dilaksanakan oleh Perseroan sesuai dengan Tujuan Pembangunan Berkelanjutan/TPB (Sustainable Development Goals/SDGs) ... menyediakan ruang terbuka hijau sesuai dengan ketentuan serta menanami ruang terbuka hijau yang ada dengan berbagai jenis pohon yang dipilih secara selektif. Langkah tersebut diharapkan dapat memberikan kontribusi positif terkait penanganan perubahan iklim dan sekaligus dapat mempertahankan kondisi lingkungan hidup secara berkesinambungan serta mempertahankan lingkungan yang asri, hijau, dan udara segar baik dalam jangka pendek maupun jangka panjang.",kinerja lingkungan hidup,e,outcome,positive,0.84,"['metrics', 'climate-d-s', 'environmental-claims']","The text reports measurable green‑space planting and climate‑mitigation contributions, providing quantitative environmental performance data.",Sustainability_Report_PT_Sentul_City_Tbk_2025,73
106,4,2026-06-03T18:40:46Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_chain_of_thought_indonesian.md,"Bangunan dan pengembangan kawasan Sentul City dan perkembangan wilayah sekitar telah banyak memberikan kontribusi terkait dengan penyediaan lapangan kerja bagi warga masyarakat pada umumnya dan warga masyarakat sekitar Perseroan beroperasi. Ketersediaan Pekerjaan Layak dan Pertumbuhan Ekonomi akan berdampak pada berkurangnya kesenjangan, yang mana kedua hal tersebut merupakan bagian dari tujuan pembangunan berkelanjutan. Perseroan akan senantiasa berupaya dan mendorong terbuka dan terciptanya berbagai peluang baru yang sejalan dan sesuai dengan Tujuan Pembangunan Berkelanjutan dalam rangka turut mendorong dan mempercepat tercapainya Tujuan Pembangunan Berkelanjutan di Indonesia.",kinerja sosial,s,outcome,positive,0.81,"['metrics', 'opportunity']","Highlights job creation, economic growth and alignment with SDGs, indicating positive social impact and measurable outcomes.",Sustainability_Report_PT_Sentul_City_Tbk_2025,84
106,5,2026-06-03T18:40:46Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_chain_of_thought_indonesian.md,"Perseroan dari waktu ke waktu berusaha untuk meningkatkan sosialisasi budaya keberlanjutan kepada pimpinan dan karyawan. Perseroan melakukan sosialisasi budaya berkelanjutan dengan cara yang paling sederhana, antara lain dengan menyampaikan kepada karyawan berbagai modul dan contoh praktik keberlanjutan melalui situs web Perseroan. Meskipun sosialisasi tersebut tidak memerlukan anggaran yang besar dan waktu tertentu, diharapkan dapat memperbaiki pemahaman karyawan terkait penerapan praktik keberlanjutan secara bertahap. Diharapkan dalam jangka waktu 5 (lima) sampai dengan 10 (sepuluh) tahun ke depan karyawan Perseroan sudah memiliki pemahaman dan bisa menerapkan praktik keberlanjutan.",pengembangan budaya keberlanjutan,s,commitment,neutral,0.5,"['strategy', 'climate-d-s']","Outlines a long‑term education plan for sustainability practices, showing future‑oriented commitment and strategic focus on cultural sustainability.",Sustainability_Report_PT_Sentul_City_Tbk_2025,86
106,6,2026-06-03T18:40:46Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_8,tone_chain_of_thought_indonesian.md,"Peraturan Otoritas Jasa Keuangan Nomor 51/POJK.03/2017, tentang Penerapan Keuangan Berkelanjutan bagi Lembaga Jasa Keuangan, Emiten dan Perusahaan Publik, merupakan salah satu bentuk kebijakan untuk mendorong percepatan tujuan pembangunan berkelanjutan. Sebagai kontribusi dan dukungan pada pembangunan berkelanjutan, Perseroan telah bekerja sama dengan Institut Pertanian Bogor, yang memiliki Satuan Usaha Akademik Landscape Architecture Business Unit dalam rangka untuk meningkatkan sumber daya di bidang pendidikan, penelitian dan pengabdian kepada masyarakat. Berkenaan dengan hal tersebut Satuan Usaha Akademik Landscape Architecture Business Unit IPB telah melakukan penelitian jasa lanskap berbasis i‑Tree Eco di tiga cluster Kawasan Sentul City yang memiliki karakteristik lanskap beragam. Kesimpulan ... Perseroan telah memberikan kontribusi jasa lanskap yang baik dan Ruang Terbuka Hijau Privat Perseroan aset ekologis sekaligus modal sosial - ekonomi yang memperkuat daya saing kawasan permukiman berkelanjutan.",pengungkapan regulasi dan kolaborasi,g,action,neutral,0.5,['governance'],"Mentions regulatory compliance and partnership for sustainable finance, indicating a governance‑focused disclosure.",Sustainability_Report_PT_Sentul_City_Tbk_2025,128
107,0,2026-06-03T18:41:17Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_few_shot_indonesian.md,mengembangkan kota hijau yang berkelanjutan dan inovatif berkonsep Eco-City dalam area seluas 3.100 hektar.,luas area pembangunan eco-city,e,outcome,positive,1.0,"['metrics', 'environmental-claims']","Menyatakan ukuran konkret dari pembangunan area eco-city, menunjukkan komitmen terhadap lingkungan.",Sustainability_Report_PT_Sentul_City_Tbk_2025,14
107,1,2026-06-03T18:41:17Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_few_shot_indonesian.md,menyediakan ruang terbuka hijau sesuai dengan ketentuan serta menanami ruang terbuka hijau yang ada dengan berbagai jenis pohon yang dipilih secara selektif.,pemberian ruang terbuka hijau dan penanaman pohon,e,action,neutral,0.0,"['environmental-claims', 'climate-d-s']","Mengekukan langkah konkret yang berpotensi mengurangi dampak iklim, tetapi belum diikuti dengan hasil yang terukur.",Sustainability_Report_PT_Sentul_City_Tbk_2025,22
107,2,2026-06-03T18:41:17Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_few_shot_indonesian.md,"Langkah tersebut diharapkan dapat memberikan kontribusi positif terkait penanganan perubahan iklim dan sekaligus dapat mempertahankan kondisi lingkungan hidup secara berkesinambungan serta mempertahankan lingkungan yang asri, hijau, dan udara segar baik dalam jangka pendek maupun jangka panjang.",kontribusi positif penanganan iklim dan pemeliharaan lingkungan,e,commitment,neutral,0.0,"['climate-d-s', 'environmental-claims', 'climate-f']","Menunjukkan harapan positif terhadap mitigasi iklim, bersifat prediktif dan belum terwujud.",Sustainability_Report_PT_Sentul_City_Tbk_2025,36
107,3,2026-06-03T18:41:17Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_few_shot_indonesian.md,Perseroan ... menghindari hal-hal yang bertentangan dengan Tujuan Pembangunan Berkelanjutan/TPB (Sustainable Development Goals/SDGs).,penghindaran dari aktivitas yang tidak konsisten dengan sdgs,g,commitment,neutral,0.0,['governance'],Menassertasikan komitmen untuk selaras dengan tujuan pembangunan berkelanjutan.,Sustainability_Report_PT_Sentul_City_Tbk_2025,13
107,4,2026-06-03T18:41:17Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_few_shot_indonesian.md,"Perseroan melakukan sosialisasi budaya berkelanjutan dengan cara yang paling sederhana, antara lain dengan menyampaikan kepada karyawan berbagai modul dan contoh praktik keberlanjutan melalui situs web Perseroan.",sosialisasi budaya keberlanjutan kepada karyawan,g,action,neutral,0.0,['governance'],"Membangun kesadaran internal melalui sosialisasi, merupakan langkah operasional.",Sustainability_Report_PT_Sentul_City_Tbk_2025,26
107,5,2026-06-03T18:41:17Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_few_shot_indonesian.md,Diharapkan dalam jangka waktu 5 (lima) sampai dengan 10 (sepuluh) tahun ke depan karyawan Perseroan sudah memiliki pemahaman dan mampu menerapkan praktik keberlanjutan.,target jangka panjang peningkatan pemahaman karyawan,g,commitment,neutral,0.0,['commitment'],"Menetapkan tujuan masa depan untuk budaya keberlanjutan, bersifat komitmen.",Sustainability_Report_PT_Sentul_City_Tbk_2025,23
109,0,2026-06-03T18:41:58Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_zero_shot_indonesian.md,"PT Sentul City Tbk, under the theme “Elevating Lives, Building Sustainable Growth,” reflects its commitment to developing a township that delivers tangible benefits to its residents while preserving environmental sustainability.",environmental sustainability,e,commitment,positive,1.0,['environmental-claims'],"The sentence explicitly mentions a commitment to environmental sustainability, indicating an environmental claim.",Sustainability_Report_PT_Sentul_City_Tbk_2025,30
109,1,2026-06-03T18:41:58Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_zero_shot_indonesian.md,mengedepankan pembangunan ruang hidup yang memajukan kualitas hidup masyarakat melalui kota hijau yang berkelanjutan dan inovatif berkonsep Eco-City dalam area seluas 3.100 hektar.,green city development,e,commitment,positive,1.0,"['environmental-claims', 'climate-d-s']",The statement describes a specific environmental initiative (green city/Eco-City) as a claim of sustainability.,Sustainability_Report_PT_Sentul_City_Tbk_2025,23
109,2,2026-06-03T18:41:58Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_zero_shot_indonesian.md,Perseroan berupaya agar tetap sejalan dengan Tujuan Pembangunan Berkelanjutan/TPB (Sustainable Development Goals/SDGs) dan menghindari hal-hal yang bertentangan dengan Tujuan Pembangunan Berkelanjutan/TPB (Sustainable Development Goals/SDGs).,alignment with sustainable development goals,e,commitment,neutral,0.0,['strategy'],"The sentence states an intention to align with SDGs and avoid conflicting actions, without evaluating outcomes.",Sustainability_Report_PT_Sentul_City_Tbk_2025,24
109,3,2026-06-03T18:41:58Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_zero_shot_indonesian.md,Pengembangan kawasan yang dilaksanakan oleh Perseroan sesuai dengan Tujuan Pembangunan Berkelanjutan/TPB tersebut antara lain adalah senantiasa menyediakan ruang terbuka hijau sesuai dengan ketentuan serta menanami ruang terbuka hijau yang ada dengan berbagai jenis pohon yang dipilih secara selektif.,provision of green open space and tree planting,e,action,neutral,0.0,['environmental-claims'],"The passage describes the company's action of providing and planting green open spaces, an environmental initiative.",Sustainability_Report_PT_Sentul_City_Tbk_2025,38
109,4,2026-06-03T18:41:58Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_zero_shot_indonesian.md,Kampanye nilai-nilai keberlanjutan mulai dari ruang lingkup terkecil dan terbatas sampai dengan ruang lingkup yang lebih luas perlu terus didorong agar nilai-nilai tersebut menjadi suatu budaya keberlanjutan.,sustainability culture campaign,none,none,neutral,0.0,['none'],The sentence discusses promoting sustainability values but does not specify an ESG aspect or provide evaluable outcome.,Sustainability_Report_PT_Sentul_City_Tbk_2025,27
109,5,2026-06-03T18:41:58Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_zero_shot_indonesian.md,Perseroan dari waktu ke waktu berusaha untuk meningkatkan sosialisasi budaya keberlanjutan kepada pimpinan dan karyawan.,sustainability awareness among employees,none,action,neutral,0.0,['none'],"The statement indicates an effort to increase sustainability awareness among staff, but does not quantify or evaluate impact.",Sustainability_Report_PT_Sentul_City_Tbk_2025,15
109,6,2026-06-03T18:41:58Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_zero_shot_indonesian.md,Diharapkan dalam jangka waktu 5 (lima) sampai dengan 10 (sepuluh) tahun ke depan karyawan Perseroan sudah memiliki pemahaman dan bisa menerapkan praktik keberlanjutan.,long‑term employee sustainability competence target,none,commitment,neutral,0.0,['none'],"The sentence sets a future timeframe for employee sustainability understanding, reflecting a commitment target.",Sustainability_Report_PT_Sentul_City_Tbk_2025,23
110,0,2026-06-03T18:42:37Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_chain_of_thought_indonesian.md,"PT Sentul City Tbk ... merefleksikan tujuannya untuk membangun kawasan yang memberikan manfaat nyata bagi penghuni sekaligus menjaga keberlanjutan lingkungan melalui kota mandiri yang memiliki integrasi penuh antara alam, fasilitas premium, dan kemudahan akses.",environmental,e,commitment,neutral,0.0,['climate-d'],"Segment describes the company's purpose to develop a sustainable urban area and mentions environmental stewardship, but does not set specific targets or actions; thus labeled climate-d, tone commitment, sentiment neutral.",Sustainability_Report_PT_Sentul_City_Tbk_2025,34
110,1,2026-06-03T18:42:37Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_9,tone_chain_of_thought_indonesian.md,Perusahaan mengedepankan pembangunan ruang hidup yang memajukan kualitas hidup masyarakat melalui kota hijau yang berkelanjutan dan inovatif berkonsep Eco-City dalam area seluas 3.100 hektar.,environmental,e,outcome,positive,1.0,['climate-d-s'],"Segment explicitly promotes a sustainable green city concept, indicating a concrete outcome of eco-city development, thus labeled climate-d-s, tone outcome, sentiment positive.",Sustainability_Report_PT_Sentul_City_Tbk_2025,24
