run_idx,model,timestamp,input_text,status,top_label,top_score,error
1,renewable,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,Not about renewables,1.0,
1,transition-physical,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,Physical risk,1.0,
2,climate-commitment,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,no,0.86,
2,climate-d,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,LABEL_1,0.56,
2,climate-d-s,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,LABEL_0,0.5,
2,climate-detector,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,no,0.99,
2,climate-f,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,LABEL_1,0.55,
2,climate-s,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,LABEL_1,0.5,
2,climate-sentiment,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,neutral,0.64,
2,climate-specificity,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,non,0.68,
2,climate-tcfd,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,strategy,0.79,
2,environmental-claims,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,no,0.98,
2,netzero-reduction,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,none,1.0,
2,renewable,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,Not about renewables,1.0,
2,transition-physical,2026-03-26T15:48:08.813972Z,"Organization of media literacy in 17 schools, including elementary schools, junior high schools, and vocational schools in Jakarta, Depok, and Bogor. This education focuses on the wise use of social media, anti-bullying, and the dangers of pornography on social media and in everyday interactions.",ok,Physical risk,1.0,
