review_id,label,rule_tone,tone_pred,sentiment_pred,corrected_rule_tone,corrected_hybrid_tone,corrected_sentiment,review_status,review_priority,ontology_path,ontology_alignment,greenwashing_index,review_notes,text_for_review
a28_ca2c5c67212b,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_12,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0181641094386577,0.0,,
a28_34e78d7c6823,icr-sustainability-23-24_pdf/batch_8/rec_3,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance,0.0304911192506551,0.0,,
a28_4408ed6b4164,icr-sustainability-23-24_pdf/batch_8/rec_18,Action,Action,Neutral,,,,needs_review,high,Social → Partnership,0.0641480982303619,0.0,,
a28_0b051536cad5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0318680852651596,0.0,,
a28_3f5fbeb74389,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6/rec_8,Action,Action,Neutral,,,,needs_review,high,Environmental → Preservation,-0.0254808720201253,0.0,,
a28_3b7efd625bb9,vktr_ar_sr_2024_pdf/batch_21/rec_3,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.001359368674457,0.0,,
a28_acaceb94ae7b,vktr_ar_sr_2024_pdf/batch_21/rec_5,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0190799422562122,0.0,,
a28_d4a92ab19de7,BEST-SR_2024_pdf/batch_11/rec_16,Action,Action,Neutral,,,,needs_review,high,Social → Worker Safety,0.0510242730379104,0.0,,
a28_21ab1bd8e343,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_1,Outcome,Action,Neutral,,,,needs_review,high,General → Misc,-0.0596131756901741,0.0,,
a28_203264cb2eca,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_2,Action,Action,Neutral,,,,needs_review,high,Environmental → Preservation,-0.0250555723905563,0.0,,
a28_9afa48aca02b,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0292924884706735,0.0,,
a28_7684825363b0,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0047404281795024,0.0,,
a28_ebf017f420a1,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_11,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0171502456068992,0.0,,
a28_c5d1bbf2f837,Jasamarga_SR2023_pdf/batch_1/rec_10,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0923140943050384,0.0,,
a28_5728152aa6fe,Jasamarga_SR2023_pdf/batch_1/rec_10,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0549412779510021,0.0,,
a28_aecfefaff160,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0480489321053028,0.0,,
a28_f87f431fef1b,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,Commitment,Neutral,,,,needs_review,high,Social → Welfare,0.0326647162437438,0.0,,
a28_a58210817a4e,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,Commitment,Neutral,,,,needs_review,high,Social → Partnership; General → Misc,0.0048728808760643,0.0,,
a28_a5d73a40f9e0,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0154074002057313,0.0,,
a28_1d830e478f26,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0283175781369209,0.0,,
a28_04c9ae6d675c,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,Commitment,Neutral,,,,needs_review,high,Social → Partnership; General → Misc,0.0191827435046434,0.0,,
a28_479add3db7c0,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0141614424064755,0.0,,
a28_c00bdf3523c6,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_9,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0284884609282016,0.0,,
a28_39fa6e265082,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_9,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0103615336120128,0.0,,
a28_1b2e61cba88e,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_1,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0356272086501121,0.0,,
a28_a2ce97e389d2,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_8,Unknown,Commitment,Neutral,,,,needs_review,high,Social → Welfare,-0.0246330928057432,0.0,,
a28_7c123f84669f,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_10,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.000656615011394,0.0,,
a28_88290de1d3d8,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_11,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0539546310901641,0.0,,
a28_43b33e580fbc,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_12,Commitment,Commitment,Neutral,,,,needs_review,high,Social → Partnership; General → Misc,-0.0211784150451421,0.0,,
a28_3f613e788e34,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_13,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0568788647651672,0.0,,
a28_4a7ef4ec090a,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_5,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0083487182855606,0.0,,
a28_c11186dce102,Indonet-Annual-Report-2022_pdf/batch_1/rec_1,Outcome,Commitment,Neutral,,,,needs_review,high,Environmental → Energy Efficiency; General → Misc,-0.0069709448143839,0.0,,
a28_768f40d52303,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_6,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0109382607042789,0.0,,
a28_099eb6b0054b,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_10,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.040577694773674,0.0,,
a28_8c9a77ee3282,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0405177138745784,0.0,,
a28_18bf901a9bbc,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_5,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0008727703243494,0.0,,
a28_806db6020b4d,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_8,Unknown,Commitment,Neutral,,,,needs_review,high,Social → Welfare,0.025973904877901,0.0,,
a28_94ce31695d4a,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_9,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0393956340849399,0.0,,
a28_bfd5c6e1f05a,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_10,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0609377883374691,0.0,,
a28_004f1fe04957,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_11,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.019662132486701,0.0,,
a28_ee3a97206235,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_12,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.002016233280301,0.0,,
a28_03e6a5310926,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_13,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0469100140035152,0.0,,
a28_0bf20543eeb9,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0169556699693202,0.0,,
a28_de64e49f8fcb,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0137079153209924,0.0,,
a28_663acb5d2d91,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_8,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0052861887961626,0.0,,
a28_b5cb3d50a194,Indonet-Annual-Report-2022_pdf/batch_2/rec_1,Outcome,Commitment,Neutral,,,,needs_review,high,Environmental → Energy Efficiency; General → Misc,-0.0481463484466075,0.0,,
a28_66d626c90041,Indonet-Annual-Report-2022_pdf/batch_2/rec_1,Outcome,Commitment,Neutral,,,,needs_review,high,Environmental → Energy Efficiency; General → Misc,-0.0195089690387249,0.0,,
a28_07fb760a5ccd,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_2,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0441227182745933,0.0,,
a28_43bf03071747,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0016124416142702,0.0,,
a28_d14a8a52cc67,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_10,Unknown,Commitment,Neutral,,,,needs_review,high,Social → Welfare,0.0335991084575653,0.0,,
a28_7e473b6accf2,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_12,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0109418034553527,0.0,,
a28_c68bc4cb9782,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_13,Commitment,Commitment,Neutral,,,,needs_review,high,Economic → Operational → Supply Chain,0.0095624225214123,0.0,,
a28_45cb5cec63ca,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_14,Commitment,Commitment,Neutral,,,,needs_review,high,Social → Partnership; General → Misc,-0.0368683077394962,0.0,,
a28_6fd84cfe24f0,Indonet-Annual-Report-2022_pdf/batch_3/rec_1,Outcome,Commitment,Neutral,,,,needs_review,high,Environmental → Energy Efficiency; General → Misc,-0.0060736089944839,0.0,,
a28_b396c3cf85a7,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_3,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0203433670103549,0.0,,
a28_b0eb3ebe8476,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_6,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0334419198334217,0.0,,
a28_0c63cb3f1f43,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_7,Unknown,Commitment,Neutral,,,,needs_review,high,Social → Welfare,0.0292871333658695,0.0,,
a28_7c4f676ca714,Jasamarga_SR2023_pdf/batch_1/rec_12,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0327756442129612,0.0,,
a28_5d7467122c5e,Jasamarga_SR2023_pdf/batch_1/rec_12,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0435792170464992,0.0,,
a28_c47052c9d625,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0638373866677284,0.0,,
a28_8258fa32b8bd,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0275812000036239,0.0,,
a28_f7ab8dbe4562,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0675312578678131,0.0,,
a28_567f054c185b,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_5,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0008797161281108,0.0,,
a28_67d8931daf95,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0088646225631237,0.0,,
a28_df49fa246e58,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0313273519277572,0.0,,
a28_e1d854eceda5,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_2/rec_9,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0100359041243791,0.0,,
a28_b0ec61113b4f,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_4,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0583642609417438,0.0,,
a28_8b747debe373,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_5,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0312705747783184,0.0,,
a28_501e4dc8a95c,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_6,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0182305984199047,0.0,,
a28_dc54d5334725,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_3/rec_1,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0552406422793865,0.0,,
a28_e0483c07f80c,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_2,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0712412744760513,0.0,,
a28_08aa6dc365c4,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_9,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0465510711073875,0.0,,
a28_9d977bcce370,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_4,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0580478124320507,0.0,,
a28_0e369999aab0,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_6,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0161690786480903,0.0,,
a28_53512222cc03,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_1,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0257142689079046,0.0,,
a28_563c862f98cd,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_5,Unknown,Commitment,Neutral,,,,needs_review,high,Social → Welfare,-0.0010784231126308,0.0,,
a28_a0765ab56105,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_6,Commitment,Commitment,Neutral,,,,needs_review,high,General → Misc,0.0328265912830829,0.0,,
a28_d4d1c37a0521,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_3/rec_1,Commitment,Commitment,Neutral,,,,needs_review,high,Environmental → Emission Reduction,-0.008995933458209,0.0,,
a28_bc79df862812,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Commitment,Neutral,,,,needs_review,high,General → Misc,-0.0242466051131486,0.0,,
