record_key,run_idx,record_idx,timestamp,model,target,document,prompt,statement,statement_len,aspect,labels,esg,tone,sentiment,reasoning,best_status,best_score,best_token_coverage,best_sequence_ratio,best_matched_terms,best_snippet,best_page,best_page_number,best_page_path
flat:74,25,3,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol.",403,kerja sama energi bersih,"['climate-specificity', 'climate-d', 'opportunity']",E,action,positive,Tindakan spesifik mengembangkan energi terbarukan dan teknologi penangkapan karbon menunjukkan peluang positif.,exact,1.0,1.0,0.4471,"atau, bahan, berbagai, bersih, biomassa, campuran, capture, carbon, dikonversi, dioksida, diolah, emisi, energi, firing, juga, kaliandra, karbon, kerja, menciptakan, mengurangi, menjadi, methanol, mewujudkan, mitra, pellet, penangkapan, pengembangan, perseroan, pltb, plts, pltu, sama, sebagai, seperti, serta, simpanan, sinergi, strategis, tanaman, utilization",itu perseroan senantiasa melakukan berbagai optimasi menuju pertambangan yang lebih ramah lingkungan langkah nyata yang diambil antara lain menerapkan eco mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik e mining reporting system yaitu system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan plts pltb tanaman kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co firing di pltu serta carbon capture utilization ccu atau penangkapan karbon dioksida dan dikonversi menjadi methanol ptba is committed to running a sustainable business by implementing harmony between environmental aspects social and governance esg to support that the company always carries out various optimizations towards more environmentally friendly mining real steps taken include implementing eco mechanized mining namely replacing mining equipment using fossil fuels to become electricity e mining reporting system namely a pro,page_0003.md,3,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0003.md
flat:75,25,4,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060.,104,komitmen net zero,"['netzero-reduction', 'climate-commitment']",E,commitment,neutral,Komitmen masa depan untuk mencapai Net Zero Emission pada 2060.,exact,1.0,1.0,0.1969,"2060, atau, berkomitmen, bersih, emisi, emission, mencapai, mendukung, pada, pemerintah, ptba, target, zero",opment of solar panel power plant wind power plant and kaliandra plants to reduce carbon emissions and become biomass savings to be processed into wood pellets as a mixed ingredient co firing at pltu as well as carbon capture and utilization ccu or carbon dioxide capture and converted to methanol img 4 jpeg img 4 jpeg komitmen keberlanjutan menuju net zero emission sustainability commitment towards net zero emission ptba berkomitmen mendukung target pemerintah mencapai emisi nol bersih atau net zero emission pada 2060 dengan visi menjadi perusahaan energi kelas dunia ptba telah memiliki roadmap manajemen karbon hingga 2050 baik bersifat pengurangan emisi reducing emission sources maupun peningkatan penyerapan emisi increase carbon sinks berdasarkan manajemen karbon hingga 2050 terdapat 3 tiga pendekatan yang dilakukan ptba yaitu dekarbonisasi operasi reklamasi dan studi ccu carbon capture and utilization dengan langkah ini ptba o,page_0003.md,3,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0003.md
flat:76,25,5,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks).",229,roadmap karbon,"['climate-f', 'climate-specificity']",E,commitment,neutral,Pernyataan forward-looking tentang roadmap manajemen karbon hingga 2050.,exact,1.0,1.0,0.3458,"2050, baik, bersifat, carbon, dunia, emisi, emission, energi, hingga, increase, karbon, kelas, manajemen, maupun, memiliki, menjadi, pengurangan, peningkatan, penyerapan, perusahaan, ptba, reducing, roadmap, sinks, sources, telah, visi",ecome biomass savings to be processed into wood pellets as a mixed ingredient co firing at pltu as well as carbon capture and utilization ccu or carbon dioxide capture and converted to methanol img 4 jpeg img 4 jpeg komitmen keberlanjutan menuju net zero emission sustainability commitment towards net zero emission ptba berkomitmen mendukung target pemerintah mencapai emisi nol bersih atau net zero emission pada 2060 dengan visi menjadi perusahaan energi kelas dunia ptba telah memiliki roadmap manajemen karbon hingga 2050 baik bersifat pengurangan emisi reducing emission sources maupun peningkatan penyerapan emisi increase carbon sinks berdasarkan manajemen karbon hingga 2050 terdapat 3 tiga pendekatan yang dilakukan ptba yaitu dekarbonisasi operasi reklamasi dan studi ccu carbon capture and utilization dengan langkah ini ptba optimis dapat menjadi perusahaan yang berkelanjutan dan terus berkontribusi dalam pencapaian net zero emission ptba is committed to supporting the government s target of achieving net zero emission by 2060 with a vision to b,page_0003.md,3,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0003.md
flat:77,25,6,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, utilization, and utilization).",193,pendekatan karbon,['climate-specificity'],E,commitment,neutral,Pernyataan komitmen tentang tiga pendekatan manajemen karbon.,likely,0.9932,1.0,0.9659,"2050, berdasarkan, capture, carbon, dekarbonisasi, dilakukan, hingga, karbon, manajemen, operasi, pendekatan, ptba, reklamasi, studi, terdapat, tiga, utilization, yaitu","Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, and utilization).",page_0003.md,3,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0003.md
flat:78,25,7,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"Konflik atau benturan kepentingan merupakan salah satu ancaman serius bagi keberlangsungan dan keberlanjutan usaha, termasuk bagi PTBA.",135,konflik kepentingan,['governance'],G,,negative,Pernyataan mengidentifikasi konflik kepentingan sebagai ancaman serius bagi keberlanjutan usaha.,exact,1.0,1.0,0.2405,"ancaman, atau, bagi, benturan, keberlangsungan, keberlanjutan, kepentingan, konflik, merupakan, ptba, salah, satu, serius, termasuk, usaha",kungan amp perubahan iklim f2er 1 environmental amp climate change f1er 2 smart operation amp sris laksana produk f2er 2 smart operation amp product stewardship f1er 3 issues f2er 3 people f1er 4 manipulkan f2er 4 security f1er 5 pengembangan ekonomi f2er 5 economic development f1er amp sris kacata f2er amp governance etika bisnis amp kepatuhan business ethics amp compliance konflik kepentingan gri 2 15 idx esg g 09 konflik atau benturan kepentingan merupakan salah satu ancaman serius bagi keberlangsungan dan keberlanjutan usaha termasuk bagi ptba untuk mencegah dampak negatif terjadinya konflik kepentingan perusahaan telah mengatur tentang konflik atau benturan kepentingan dalam pedoman perilaku dan etika bisnis pt bukit asam tbk code of conduct tahun 2023 penerapan prinsip dan praktik good corporate governance untuk kebijakan benturan kepentingan conflict of interest di pt bukit asam tbk 2020 dan corporate governance policy pt bukit asam tbk 2023 ptba merum,page_0408.md,408,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0408.md
flat:79,25,8,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,PTBA merumuskan benturan kepentingan sebagai pertentangan kepentingan ekonomis pribadi dengan kepentingan ekonomis Perusahaan yang berdampak pada Objektivitas serta pertimbangan komersial.,188,definisi konflik kepentingan,['governance'],G,,neutral,Definisi konflik kepentingan tanpa evaluasi sentimen.,exact,1.0,1.0,0.0099,"benturan, berdampak, ekonomis, kepentingan, komersial, merumuskan, objektivitas, pada, pertentangan, pertimbangan, perusahaan, pribadi, ptba, sebagai, serta", bagi ptba untuk mencegah dampak negatif terjadinya konflik kepentingan perusahaan telah mengatur tentang konflik atau benturan kepentingan dalam pedoman perilaku dan etika bisnis pt bukit asam tbk code of conduct tahun 2023 penerapan prinsip dan praktik good corporate governance untuk kebijakan benturan kepentingan conflict of interest di pt bukit asam tbk 2020 dan corporate governance policy pt bukit asam tbk 2023 ptba merumuskan benturan kepentingan sebagai pertentangan kepentingan ekonomis pribadi dengan kepentingan ekonomis perusahaan yang berdampak pada objektivitas serta pertimbangan komersial setiap individu jajaran ptba dilarang berada dalam situasi yang menimbulkan benturan kepentingan dalam hal ini menjadi kebijakan perusahaan agar setiap keputusan yang dihasilkan oleh individu jajaran ptba semata mata demi kepentingan terbaik perusahaan namun jika karena suatu keadaan tertentu yang menimbulkan benturan kepentingan maka yang bersangkutan wajib mengungkapkan dan yang bersangkutan dilarang berpartisipas,page_0408.md,408,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0408.md
flat:80,25,9,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,Setiap individu jajaran PTBA dilarang berada dalam situasi yang menimbulkan benturan kepentingan.,97,kebijakan konflik kepentingan,['governance'],G,commitment,neutral,Komitmen untuk mencegah konflik kepentingan melalui kebijakan.,exact,1.0,1.0,0.0039,"benturan, berada, dilarang, individu, jajaran, kepentingan, menimbulkan, ptba, setiap, situasi", asam tbk code of conduct tahun 2023 penerapan prinsip dan praktik good corporate governance untuk kebijakan benturan kepentingan conflict of interest di pt bukit asam tbk 2020 dan corporate governance policy pt bukit asam tbk 2023 ptba merumuskan benturan kepentingan sebagai pertentangan kepentingan ekonomis pribadi dengan kepentingan ekonomis perusahaan yang berdampak pada objektivitas serta pertimbangan komersial setiap individu jajaran ptba dilarang berada dalam situasi yang menimbulkan benturan kepentingan dalam hal ini menjadi kebijakan perusahaan agar setiap keputusan yang dihasilkan oleh individu jajaran ptba semata mata demi kepentingan terbaik perusahaan namun jika karena suatu keadaan tertentu yang menimbulkan benturan kepentingan maka yang bersangkutan wajib mengungkapkan dan yang bersangkutan dilarang berpartisipasi dalam proses pengambilan keputusan untuk menghindari terjadinya benturan kepentingan perusahaan,page_0408.md,408,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0408.md
flat:81,25,10,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"PTBA memiliki sikap tegas terhadap korupsi sebagai bagian dari komitmen Perusahaan dalam menjalankan bisnis yang bersih, transparan, dan berintegritas.",151,antikorupsi,['governance'],G,commitment,neutral,Komitmen tegas terhadap antikorupsi sebagai bagian dari tata kelola perusahaan.,exact,1.0,1.0,0.004,"bagian, berintegritas, bersih, bisnis, dari, komitmen, korupsi, memiliki, menjalankan, perusahaan, ptba, sebagai, sikap, tegas, terhadap, transparan",bukitasam bihlun klinikya koberlanjutan sumbisahiliya perhormanya digitigilasi yankang laporan board this report prahl perusahaan company profile laporan manajemen management report bendi id sumbisahiliy pathway bpsid id sumbisahiliy pathway antikorupsi icmm 1 2 idx esg g 07 ptba memiliki sikap tegas terhadap korupsi sebagai bagian dari komitmen perusahaan dalam menjalankan bisnis yang bersih transparan dan berintegritas perusahan menolak segala bentuk praktik korupsi kolusi dan nepotisme baik dalam hubungan internal maupun eksternal perusahaan sikap ini diwujudkan melalui penerapan kode etik yang ketat pengawasan internal yang kuat serta implementasi whistleblowing system yang memungkinkan karyawan dan pemangku kepentingan melaporkan dugaan tindak korupsi secara aman gri 3 3 12 20 1 merujuk undang undang no 31 tahun 1999 jo undang ,page_0409.md,409,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0409.md
flat:82,25,11,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"Perusahaan menolak segala bentuk praktik korupsi, kolusi, dan nepotisme, baik dalam hubungan internal maupun eksternal perusahaan.",130,penolakan korupsi,['governance'],G,commitment,neutral,"Komitmen menolak korupsi, kolusi, dan nepotisme.",likely,0.9992,1.0,0.996,"baik, bentuk, eksternal, hubungan, internal, kolusi, korupsi, maupun, menolak, nepotisme, perusahaan, praktik, segala","Perusahan menolak segala bentuk praktik korupsi, kolusi, dan nepotisme, baik dalam hubungan internal maupun eksternal perusahaan.",page_0409.md,409,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0409.md
flat:83,25,12,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"Sikap ini diwujudkan melalui penerapan kode etik yang ketat, pengawasan internal yang kuat, serta implementasi whistleblowing system yang memungkinkan karyawan dan pemangku kepentingan melaporkan dugaan tindak korupsi secara aman.",230,implementasi antikorupsi,['governance'],G,action,positive,Tindakan positif menerapkan kode etik dan sistem pelaporan korupsi.,exact,1.0,1.0,0.1206,"aman, diwujudkan, dugaan, etik, implementasi, internal, karyawan, kepentingan, ketat, kode, korupsi, kuat, melalui, melaporkan, memungkinkan, pemangku, penerapan, pengawasan, secara, serta, sikap, system, tindak, whistleblowing",ompany profile laporan manajemen management report bendi id sumbisahiliy pathway bpsid id sumbisahiliy pathway antikorupsi icmm 1 2 idx esg g 07 ptba memiliki sikap tegas terhadap korupsi sebagai bagian dari komitmen perusahaan dalam menjalankan bisnis yang bersih transparan dan berintegritas perusahan menolak segala bentuk praktik korupsi kolusi dan nepotisme baik dalam hubungan internal maupun eksternal perusahaan sikap ini diwujudkan melalui penerapan kode etik yang ketat pengawasan internal yang kuat serta implementasi whistleblowing system yang memungkinkan karyawan dan pemangku kepentingan melaporkan dugaan tindak korupsi secara aman gri 3 3 12 20 1 merujuk undang undang no 31 tahun 1999 jo undang undang no 20 tahun 2001 tentang pemberantasan tindak pidana korupsi pengertian korupsi mencakup perbuatan melawan hukum memperkaya diri orang badan lain yang merugikan keuangan perekonomian negara pasal 2 menyalahgunakan kewenangan karena jabatan kedudukan yang dapat merugikan keuangan kedudukan yang dapat merugikan keuangan perekonomian negara pasal 3,page_0409.md,409,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0409.md
flat:84,25,13,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"Merujuk Undang-Undang No. 31 Tahun 1999 jo. Undang-Undang No. 20 Tahun 2001 tentang Pemberantasan Tindak Pidana Korupsi, pengertian korupsi mencakup perbuatan melawan hukum, memperkaya diri orang/badan lain yang merugikan keuangan/perekonomian negara (pasal 2); menyalahgunakan kewenangan karena jabatan/kedudukan yang dapat merugikan keuangan/kedudukan yang dapat merugikan keuangan/perekonomian negara (pasal 3); kelompok delik penyuapan (pasal 5,6, dan 11); kelompok delik penggelapan dalam jabatan (pasal 8, 9, dan 10); delik pemerasan dalam jabatan (pasal 12); delik yang berkaitan dengan pemborongan (pasal 7); hingga delik gratifikasi (pasal 12B dan 12C).",662,definisi hukum korupsi,['governance'],G,,neutral,Definisi hukum korupsi tanpa evaluasi sentimen.,exact,1.0,1.0,0.6907,"1999, 2001, badan, berkaitan, dapat, delik, diri, gratifikasi, hingga, hukum, jabatan, karena, kedudukan, kelompok, keuangan, kewenangan, korupsi, lain, melawan, memperkaya, mencakup, menyalahgunakan, merugikan, merujuk, negara, orang, pasal, pemberantasan, pemborongan, pemerasan, pengertian, penggelapan, penyuapan, perbuatan, perekonomian, pidana, tahun, tentang, tindak, undang",n bisnis yang bersih transparan dan berintegritas perusahan menolak segala bentuk praktik korupsi kolusi dan nepotisme baik dalam hubungan internal maupun eksternal perusahaan sikap ini diwujudkan melalui penerapan kode etik yang ketat pengawasan internal yang kuat serta implementasi whistleblowing system yang memungkinkan karyawan dan pemangku kepentingan melaporkan dugaan tindak korupsi secara aman gri 3 3 12 20 1 merujuk undang undang no 31 tahun 1999 jo undang undang no 20 tahun 2001 tentang pemberantasan tindak pidana korupsi pengertian korupsi mencakup perbuatan melawan hukum memperkaya diri orang badan lain yang merugikan keuangan perekonomian negara pasal 2 menyalahgunakan kewenangan karena jabatan kedudukan yang dapat merugikan keuangan kedudukan yang dapat merugikan keuangan perekonomian negara pasal 3 kelompok delik penyuapan pasal 5 6 dan 11 kelompok delik penggelapan dalam jabatan pasal 8 9 dan 10 delik pemerasan dalam jabatan pasal 12 delik yang berkaitan dengan pemborongan pasal 7 hingga delik gratifikasi pasal 12b dan 12c gri 3 3 12 20 1 ketegasan terhadap antikorupsi diimplementasikan perusahaan antara lain dengan tidak memberi dan menerima hadiah serta gratifikasi yang diperkirakan akan memengaruhi independensi dalam proses pengambilan keputusan serta bertentangan dengan etika bisnis yang sehat dan atau bertentangan dengan hukum yang berlaku komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di ptba di antaranya kep,page_0409.md,409,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0409.md
flat:85,25,14,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"Ketegasan terhadap antikorupsi diimplementasikan Perusahaan antara lain dengan tidak memberi dan menerima hadiah serta gratifikasi yang diperkirakan akan memengaruhi independensi dalam proses pengambilan keputusan, serta bertentangan dengan etika bisnis yang sehat dan/atau bertentangan dengan hukum yang berlaku.",313,kebijakan antigratifikasi,['governance'],G,commitment,neutral,Komitmen untuk tidak memberi/terima hadiah yang memengaruhi independensi.,exact,1.0,1.0,0.2832,"akan, antara, antikorupsi, atau, berlaku, bertentangan, bisnis, diimplementasikan, diperkirakan, etika, gratifikasi, hadiah, hukum, independensi, keputusan, ketegasan, lain, memberi, memengaruhi, menerima, pengambilan, perusahaan, proses, sehat, serta, terhadap, tidak",konomian negara pasal 2 menyalahgunakan kewenangan karena jabatan kedudukan yang dapat merugikan keuangan kedudukan yang dapat merugikan keuangan perekonomian negara pasal 3 kelompok delik penyuapan pasal 5 6 dan 11 kelompok delik penggelapan dalam jabatan pasal 8 9 dan 10 delik pemerasan dalam jabatan pasal 12 delik yang berkaitan dengan pemborongan pasal 7 hingga delik gratifikasi pasal 12b dan 12c gri 3 3 12 20 1 ketegasan terhadap antikorupsi diimplementasikan perusahaan antara lain dengan tidak memberi dan menerima hadiah serta gratifikasi yang diperkirakan akan memengaruhi independensi dalam proses pengambilan keputusan serta bertentangan dengan etika bisnis yang sehat dan atau bertentangan dengan hukum yang berlaku komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di ptba di antaranya keputusan bersama dewan komisaris dan direksi ptba nomor 10 sk ptba dekom ix 2020 dan nomor 400 0100 2020 tentang penerapan prinsip dan praktik good corporate governance untuk kebijakan anti gratifikasi di pt bukit asam tbk dan pedoman pengendalian gratifikasi baagm 03 nomor revisi 1 tahun 2024 selaras dengan itu sejak tahun 2020,page_0409.md,409,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0409.md
flat:86,25,15,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,Komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di PTBA di antaranya Keputusan Bersama Dewan Komisaris dan Direksi PTBA Nomor:10/SK/PTBA-DEKOM/IX/2020 dan Nomor:400/0100/2020 tentang Penerapan Prinsip dan Praktik Good Corporate Governance Untuk Kebijakan Anti Gratifikasi di PT Bukit Asam Tbk dan Pedoman Pengendalian Gratifikasi BAAGM:03 Nomor Revisi 1 tahun 2024.,384,kebijakan antikorupsi,['governance'],G,commitment,neutral,Komitmen melalui kebijakan antikorupsi yang dikukuhkan.,exact,1.0,1.0,0.4839,"0100, 2020, 2024, antaranya, anti, antikorupsi, asam, baagm, beberapa, bersama, bukit, corporate, dekom, dewan, dikukuhkan, direksi, good, governance, gratifikasi, kebijakan, keputusan, komisaris, komitmen, nomor, pedoman, penerapan, pengendalian, praktik, prinsip, ptba, revisi, tahun, tentang, tersebut", delik yang berkaitan dengan pemborongan pasal 7 hingga delik gratifikasi pasal 12b dan 12c gri 3 3 12 20 1 ketegasan terhadap antikorupsi diimplementasikan perusahaan antara lain dengan tidak memberi dan menerima hadiah serta gratifikasi yang diperkirakan akan memengaruhi independensi dalam proses pengambilan keputusan serta bertentangan dengan etika bisnis yang sehat dan atau bertentangan dengan hukum yang berlaku komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di ptba di antaranya keputusan bersama dewan komisaris dan direksi ptba nomor 10 sk ptba dekom ix 2020 dan nomor 400 0100 2020 tentang penerapan prinsip dan praktik good corporate governance untuk kebijakan anti gratifikasi di pt bukit asam tbk dan pedoman pengendalian gratifikasi baagm 03 nomor revisi 1 tahun 2024 selaras dengan itu sejak tahun 2020 ptba telah mengadopsi sertifikasi sistem manajemen anti penyuapan smap iso 37001 2016 untuk smap sendiri pun ptba telah memiliki pedoman tersendiri yang dimuat pada pedoman sistem anti penyuapan ptba nomor bamsp gri 3 3 12 20 1 lebih lanjut untuk memperkecil bahkan menutup peluang terjadinya korupsi ptba telah melakukan pemetaan dan pengkajian risiko dalam mata rantai dan operasio,page_0409.md,409,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0409.md
flat:87,25,16,2026-04-08T02:46:34.453805Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_zero_shot_indonesian.md,"Sejak tahun 2020, PTBA telah mengadopsi sertifikasi Sistem Manajemen Anti Penyuapan (SMAP) ISO 37001:2016.",106,sertifikasi smap,['governance'],G,action,neutral,Tindakan mengadopsi sertifikasi SMAP ISO 37001:2016.,exact,1.0,1.0,0.1954,"2016, 2020, 37001, anti, manajemen, mengadopsi, penyuapan, ptba, sejak, sertifikasi, sistem, smap, tahun, telah",kum yang berlaku komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di ptba di antaranya keputusan bersama dewan komisaris dan direksi ptba nomor 10 sk ptba dekom ix 2020 dan nomor 400 0100 2020 tentang penerapan prinsip dan praktik good corporate governance untuk kebijakan anti gratifikasi di pt bukit asam tbk dan pedoman pengendalian gratifikasi baagm 03 nomor revisi 1 tahun 2024 selaras dengan itu sejak tahun 2020 ptba telah mengadopsi sertifikasi sistem manajemen anti penyuapan smap iso 37001 2016 untuk smap sendiri pun ptba telah memiliki pedoman tersendiri yang dimuat pada pedoman sistem anti penyuapan ptba nomor bamsp gri 3 3 12 20 1 lebih lanjut untuk memperkecil bahkan menutup peluang terjadinya korupsi ptba telah melakukan pemetaan dan pengkajian risiko dalam mata rantai dan operasional usaha yang berpotensi besar terjadi korupsi berdasarkan pemetaan tersebut diidentifikasi 82 dari operasi memiliki risi,page_0409.md,409,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0409.md
