text,filename,page_number,counter,number
[],sustainability-report-2023.pdf,0,sustainability-report-2023.pdf | Page 0,1
"[
  {
    ""sentence"": ""Company is committed to achieving environmental sustainability and carrying out hydrometeorological hazards mitigation."",
    ""aspect"": ""environmental sustainability and hydrometeorological disasters mitigation"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Company strives to comply with a number of regulations related to the environment.""
    """",
    ""aspect"": ""environmental compliance"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.92
  }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,80,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 80,612
"[{ ""sentence"": ""Perseroan telah memiliki sertifikasi ISO 14001:2015 tentang Sistem Manajemen Lingkungan dan ISO 45001:2018 tentang Sistem Manajemen Kesehatan dan Keselamatan Kerja (SMK3)."", ""aspect"": ""Environmental Management System (EMS)"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI305"", ""sentiment"": ""positive"", ""tone"": ""Commitment"", ""confidence"": 0.95 }, { ""sentence"": ""Perseroan telah memiliki sertifikasi ISO 45001:2018 tentang Sistem Manajemen Kesehatan dan Keselamatan Kerja (SMK3)."", ""aspect"": ""Workplace Safety"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI405"", ""sentiment"": ""positive"", ""tone"": ""Commitment"", ""confidence"": 0.95 }, { ""sentence"": ""Perseroan memproduksi produk yang aman, dan secara terus menerus meningkatkan efektifitas dan efisiensi sistem manajemen, serta memenuhi semua peraturan dan perundangan yang ada (termasuk Keselamatan dan Kesehatan Kerja, Lingkungan dan pengendalian material atau bahan proses yang mengandung bahan berbahaya)."", ""aspect"": ""Compliance with Environmental and Safety Regulations"", ""aspect_category"": ""E/S"", ""ontology_uri"": ""GRI305/GRI405"", ""sentiment"": ""positive"", ""tone"": ""Commitment"", ""confidence"": 0.92 }, { ""sentence"": ""Produksi produk yang aman serta ramah lingkungan merupakan tanggung jawab setiap karyawan."", ""aspect"": ""Eco-Friendly Production"", ""aspect_category"": ""E"", ""ontology_uri"": ""SDG12"", ""sentiment"": ""positive"", ""tone"": ""Commitment"", ""confidence"": 0.94 }, { ""sentence"": ""Komitmen Perseroan terhadap pentingnya menjaga kelestarian lingkungan juga diwujudkan dengan menerapkan POJK No. 51/POJK.03/2017 tentang Penerapan Keuangan Berkelanjutan."", ""aspect"": ""Sustainable Finance Implementation"", ""aspect_category"": ""G"", ""ontology_uri"": ""GRI205"", ""sentiment"": ""positive"", ""tone"": ""Commitment"", ""confidence"": 0.93 }, { ""sentence"": ""Langkah nyata pro-lingkungan yang dilakukan Perseroan selama tahun 2023 disampaikan dalam uraian berikut."", ""aspect"": ""Environmental Efforts"", ""aspect_category"": ""E"", ""ontology_uri"": ""SDG13"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.96 }, { ""sentence"": ""Perseroan menggunakan bahan baku berupa bijih plastik (resin) sebagai turunan dari minyak bumi yang termasuk dalam kategori sumber material tak terbarukan."", ""aspect"": ""Non-Renewable Resource Use"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI301"", ""sentiment"": ""neutral"", ""tone"": ""Outcome"", ""confidence"": 0.85 }, { ""sentence"": ""Dari proses pengolahan bijih plastik tersebut, Perseroan mendapatkan hasil sampingan berupa afval, yang kemudian digunakan kembali sebagai input produksi (re-use)."", ""aspect"": ""Waste Reuse"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI306"", ""sentiment"": ""positive"", ""tone"": ""Outcome"", ""confidence"": 0.91 }]""",Sustainability Report 2023 PT Berlina Tbk.pdf,81,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 81,613
"[
  {
    ""sentence"": ""memanfaatkan kembali sebagian dari bahan baku tersebut (reuse)"",
    ""aspect"": ""reuse"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""menerapkan usaha-usaha untuk mengurangi penggunaan bahan baku (virgin resin) (reduce)"",
    ""aspect"": ""virgin resin reduction"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI301"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.85
  },
  {
    ""sentence"": ""bijih plastik yang bersumber dari hasil olahan (recycle) yang dikenal dengan r-PET dan r-PE"",
    ""aspect"": ""recycled materials"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.92
  }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,82,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 82,614
"[{
  ""sentence"": ""Sesuai tabel di atas, Perseroan menggunakan material tidak terbarukan dengan volume sebanyak: - 13.784 ton berupa bahan baku turunan pertama (virgin resin dan web); - 3,888 ton bahan baku yang digunakan kembali (reuse) - 3,183 ton hasil daur ulang (recycle). Dengan demikian, dari keseluruhan bahan baku yang digunakan, Perseroan memanfaatkan 33,8% bahan baku yang digunakan kembali dan hasil daur ulang."",
  ""aspect"": ""waste management and material reuse"",
  ""aspect_category"": ""E"",
  ""ontology_uri"": ""GRI 3-3"",
  ""sentiment"": ""neutral"",
  ""tone"": ""Action"",
  ""confidence"": 0.95
}, {
  ""sentence"": ""Perseroan membutuhkan tiga jenis energi utama dalam menjalankan usahannya, yaitu listrik, bahan bakar gas (BBG), dan bahan bakar minyak (BBM), yang semuanya diperoleh dari pihak ketiga. Solar digunakan untuk bahan bakar genset dan kendaraan operasional, sedangkan bensin digunakan untuk sumber energi kendaraan operasional."",
  ""aspect"": ""energy consumption"",
  ""aspect_category"": ""E"",
  ""ontology_uri"": ""GRI 3-04"",
  ""sentiment"": ""neutral"",
  ""tone"": ""Action"",
  ""confidence"": 0.95
}]",Sustainability Report 2023 PT Berlina Tbk.pdf,83,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 83,615
"[
    {
        ""sentence"": ""Perseroan menyadari bahwa BBM dan BBG merupakan sumber energi tak terbarukan berbahan fosil yang ketersediaannya semakin terbatas."",
        ""aspect"": ""fossil fuels"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""negative"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.9
    },
    {
        ""sentence"": ""Begitu pula dengan listrik, yang sebagian besar pembangkitnya di Indonesia berupa batu bara sebagai bagian dari sumber energi yang tak terbarukan."",
        ""aspect"": ""electricity"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI302-2"",
        ""sentiment"": ""negative"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.9
    },
    {
        ""sentence"": ""Oleh karena ketersediaan BBM, BBG, dan listrik yang terbatas, Perseroan melakukan berbagai upaya efisiensi penggunaan ketiga jenis energi tersebut. Upaya efisiensi ini sekaligus merupakan langkah Perseroan untuk mengurangi emisi gas rumah kaca (GRK) yang dihasilkan dalam menjalankan usaha."",
        ""aspect"": ""greenhouse gas emissions"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""positive"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.9
    },
    {
        ""sentence"": ""pembelanjaan Capex (Capital Expenditure) mesin atau peralatan pendukung harus mempertimbangkan spesifikasi yang hemat energi... penggantian mesin system hydraulic menjadi mesin hybrid atau full electric"",
        ""aspect"": ""energy-efficient machinery"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI302-4"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.9
    },
    {
        ""sentence"": ""penggunaan atap dari bahan yang bening (roof lighting) sehingga mengurangi penggunaan listrik untuk penerangan pada siang hari."",
        ""aspect"": ""roof panels"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI302-4"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.9
    },
    {
        ""sentence"": ""penggantian lampu-lampu dengan lampu LED, dilakukan secara bertahap"",
        ""aspect"": ""lighting systems"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI302-4"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""pemadaman penerangan, AC, atau peralatan lainnya, bila peralatan tersebut tidak digunakan termasuk saat istirahat;"",
        ""aspect"": ""equipment usage"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI302-4"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.85
    },
    {
        ""sentence"": ""pemasangan solar cell (sedang tahap pengembangan)"",
        ""aspect"": ""renewable energy"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""SDG7"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.7
    },
    {
        ""sentence"": ""energi selesai dan intensitas energi selengkapnya per 31 Desember 2023 disajikan dalam tabel berikut"",
        ""aspect"": ""energy consumption"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI302-1"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.9
    }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,84,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 84,616
"[ { ""sentence"": ""Total penggunaan energi tahun 2023 tercatat sebesar 157.586 GigaJoules (GJ), turun sebesar 15,7% dibandingkan tahun 2022 secara signifikan."", ""aspect"": ""energy consumption"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI305"", ""sentiment"": ""positive"", ""tone"": ""Outcome"", ""confidence"": 0.95 }, { ""sentence"": ""Intensitas konsumsi energi tahun 2023 turun menjadi 9,52 GJ/ton, adalah penurunan 9,3% atau 0,98 GJ/ton parhubungan tahun 2022."", ""aspect"": ""energy intensity"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI301"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.95 } ]",Sustainability Report 2023 PT Berlina Tbk.pdf,85,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 85,617
"[
  {
    ""sentence"": ""the Company manages the GHG emissions in a proper and effective manner"",
    ""aspect"": ""emissions"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""the Company calculates direct GHG emissions [Scope 1] using the method commonly used in Indonesia and nonAnnex 1 countries, consisting of developing countries, namely Tier-1"",
    ""aspect"": ""emissions"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""the Company generated direct GHG emissions [Scope 1] from the consumption of fuel oil and fuel gas amounting to 11.763.361 kgCO2 eq, an increase compared with 11.496.864 kgCO2 eq in 2022"",
    ""aspect"": ""emissions"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""negative"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.95
  }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,86,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 86,618
"[
  {
    ""sentence"": ""CO2 emissions from fuel oil (Scope 1) decreased from 64,365,44 kg in 2021 to 35,714,14 kg in 2023."",
    ""aspect"": ""emissions"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.93
  },
  {
    ""sentence"": ""CO2 emissions from natural gas (Scope 1) increased from 7,921,919,28 kg in 2021 to 11,657,223,92 kg in 2023."",
    ""aspect"": ""emissions"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""negative"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.9
  }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,87,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 87,619
"[{
    ""sentence"": ""indirect GHG emissions [...] decreased by 15.5%...... (Scope 2)"",
    ""aspect"": ""emissions"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.98
}]",Sustainability Report 2023 PT Berlina Tbk.pdf,88,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 88,620
"[ { ""sentence"": ""Intensitas emisi GRK tahun 2023 adalah sebesar 3.146,44 kgCO₂e/ton, turun dibandingkan tahun 2022 yang mencapai 3.324,19 kgCO₂e/ton."", ""aspect"": ""GHG emission intensity"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI305"", ""sentiment"": ""positive"", ""tone"": ""Outcome"", ""confidence"": 0.93 }, { ""sentence"": ""Emisi GRK [Cakupan 3] tidak langsung lainnya dari perjalanan dinas dengan pesawat terbang tidak dimasukkan dalam perhitungan intensitas emisi karena tidak berdampak langsung terhadap proses produksi, dan personel yang menggunakan pesawat terbang dalam perjalanan dinas relatif terbatas."", ""aspect"": ""Scope 3 emissions"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI305.3"", ""sentiment"": ""neutral"", ""tone"": ""Action"", ""confidence"": 0.95 }, { ""sentence"": ""Dengan pulihnya mobilitas setelah pandemi, frekuensi penggunaan pesawat terbang meningkat sesuai dengan kebutuhan Perseroan."", ""aspect"": ""Business travel frequency"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI305.3"", ""sentiment"": ""positive"", ""tone"": ""Outcome"", ""confidence"": 0.85 }, { ""sentence"": ""Emisi GRK [Cakupan 3] tidak langsung lainnya dihitung dengan menggunakan kalkulator karbon dari ICAO."", ""aspect"": ""GHG emission calculation method"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI305.3"", ""sentiment"": ""neutral"", ""tone"": ""Commitment"", ""confidence"": 0.90 } ]",Sustainability Report 2023 PT Berlina Tbk.pdf,89,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 89,621
"[
    {
        ""sentence"": ""The Company implements a waste management policy according to the types of waste to prevent adverse environmental impacts."",
        ""aspect"": ""waste management"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""The Company focuses on recycling economic waste through 5R (Concise, Neat, Clean, Care, Diligent) and 3R (Reduce, Reuse & Recycle) programs as part of its 'Green Company' initiative."",
        ""aspect"": ""recycling"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""positive"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.92
    },
    {
        ""sentence"": ""Non-economic waste is minimized by considering post-use processing risks and environmental/community impacts."",
        ""aspect"": ""non-economic waste"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.89
    },
    {
        ""sentence"": ""Material waste with noneconomic value is minimized as part of intensive waste reduction efforts."",
        ""aspect"": ""waste reduction"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""positive"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.91
    },
    {
        ""sentence"": ""The Company collaborates with competent third parties for managing hazardous and toxic (B3) waste to prevent environmental pollution risks."",
        ""aspect"": ""hazardous waste management"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.93
    }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,90,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 90,622
"[
    {
        ""sentence"": ""Total generated solid waste decreased to 3,912 tons in 2023 compared to 5,777.4 tons in 2021."",
        ""aspect"": ""solid waste generated"",
        ""aspect_category"": ""W"",
        ""ontology_uri"": ""GRI306.1-3"",
        ""sentiment"": ""positive"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""Reuse of solid waste increased to 2,699 tons in 2023 from 2,351.7 tons in 2021."",
        ""aspect"": ""solid waste reuse"",
        ""aspect_category"": ""W"",
        ""ontology_uri"": ""GRI306.4"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.90
    },
    {
        ""sentence"": ""Total hazardous solid waste generated increased to 30 m³ in 2023 from 17.7 m³ in 2021."",
        ""aspect"": ""hazardous solid waste generated"",
        ""aspect_category"": ""W"",
        ""ontology_uri"": ""GRI307.1"",
        ""sentiment"": ""negative"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""Hazardous liquid waste generated increased to 14.77 m³ in 2023 from 14.1 m³ in 2021."",
        ""aspect"": ""hazardous liquid waste generated"",
        ""aspect_category"": ""W"",
        ""ontology_uri"": ""GRI307.2"",
        ""sentiment"": ""negative"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""Total waste sent to landfills decreased to 196 m³ in 2023 from 1,800 m³ in 2021."",
        ""aspect"": ""solid waste landfilling"",
        ""aspect_category"": ""W"",
        ""ontology_uri"": ""GRI306.8"",
        ""sentiment"": ""positive"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.95
    }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,91,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 91,623
"[
  {
    ""sentence"": ""Komitmen Perseroan terhadap kelestarian lingkungan juga ditunjukkan melalui entitas anak, yaitu PT Natura Plastindo (NP), yang mengkhususkan usaha guna mendukung penerapan konsep ekonomi sirkular."",
    ""aspect"": ""circular economy"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""SDG12"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.92
  },
  {
    ""sentence"": ""NP yang berdiri pada tahun 2013 ini mendaur ulang post-consumer waste dari jenis material plastik polyethylene, polypropylene, dan polycarbonate sehingga siap digunakan"",
    ""aspect"": ""plastic recycling"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI306"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.88
  },
  {
    ""sentence"": ""NP yang berdiri pada tahun 2013 ini mendaur ulang post-consumer waste dari jenis material plastik polyethylene, polypropylene, dan polycarbonate sehingga siap digunakan, baik untuk kebutuhan Perseroan maupun pelanggan lainnya."",
    ""aspect"": ""plastic recycling"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI306"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.88
  },
  {
    ""sentence"": ""Peran NP sangat vital dalam mendukung program Perseroan untuk mengelola limbah plastik yang dihasilkan dengan menyerap sampah kemasan plastik yang beredar di masyarakat."",
    ""aspect"": ""plastic waste management"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI306"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.89
  },
  {
    ""sentence"": ""Perusahaan juga menjalin kerjasama dengan pengepul limbah profesional dan juga memberdayakan warga setempat untuk mendapatkan penghasilan dengan memilah sampah kemasan plastik (post-consumer waste) untuk bahan baku daur ulang."",
    ""aspect"": ""community empowerment"",
    ""aspect_category"": ""S"",
    ""ontology_uri"": ""GRI405"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.85
  },
  {
    ""sentence"": ""Sampah-sampah hasil konsumsi rumah tangga yang dikumpulkan dan didaur ulang mampu menggerakkan perekonomian dan menghindarkan lingkungan dari pencemaran material plastik."",
    ""aspect"": ""economic impact through recycling"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""SDG8"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.87
  },
  {
    ""sentence"": ""Perseroan juga sangat mendukung para pelanggan multinasional dalam penggunaan Post-Consumer Recycled plastic (PCR) sebagai bahan baku kemasan."",
    ""aspect"": ""plastic recycling"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""SDG12"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.88
  },
  {
    ""sentence"": ""Perusahaan mengembangkan komitmen untuk mencapai 100% Reduce, Reuse, dan Recycle pada tahun 2025."",
    ""aspect"": ""circular economy"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""SDG12"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.91
  },
  {
    ""sentence"": ""Perusahaan memperoleh sertifikasi ISO 14001 untuk membuktikan komitmennya dalam tanggung jawabnya terhadap tanggung jawab lingkungan."",
    ""aspect"": ""environmental management systems"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI301"",
    ""sentiment"": ""positive"",
    ""tone"": ""Achievement"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Perusahaan memperoleh sertifikasi ISO 45001 untuk membuktikan komitmennya dalam tanggung jawabnya terhadap keamanan kerja."",
    ""aspect"": ""occupational health and safety"",
    ""aspect_category"": ""S"",
    ""ontology_uri"": ""GRI405"",
    ""sentiment"": ""positive"",
    ""tone"": ""Achievement"",
    ""confidence"": 0.93
  }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,92,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 92,624
"[ { ""sentence"": ""The Company carries out these following distinct policies and efforts: 1. providing a cooling system with a close-loop system; 2. utilizing the results of the Wastewater Treatment Plant (WWTP)."", ""aspect"": ""water consumption"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI303-5"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.85 }, { ""sentence"": ""the volume of water consumption in 2023 was 111,325 m³, a decrease of 16,365 m³ or 12.8% compared to 2022 which reached 127,690 m³. The decrease occurred due to adjustments to the decline in production volumes and improvements to installations that detected an increase in consumption."", ""aspect"": ""water consumption"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI303-5"", ""sentiment"": ""positive"", ""tone"": ""Outcome"", ""confidence"": 0.95 } ]",Sustainability Report 2023 PT Berlina Tbk.pdf,93,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 93,625
"[{""sentence"":""upaya yang dilakukan Perseroan dalam mengelola air limbah, antara lain, mengoptimalkan IPAL (Instalasi Pengolahan Air Limbah) sehingga mencapai baku mutu standar."",""aspect"":""wastewater treatment optimization"",""aspect_category"":""E"",""ontology_uri"":""GRI303-2"",""sentiment"":""positive"",""tone"":""Action"",""confidence"":0.92},{""sentence"":""Perseroan secara rutin melakukan pemantauan kualitas air limbah hasil olahan sebelum dialirkan ke badan air."",""aspect"":""water quality monitoring"",""aspect_category"":""E"",""ontology_uri"":""GRI303-2"",""sentiment"":""positive"",""tone"":""Action"",""confidence"":0.88},{""sentence"":""Perseroan melakukan pengukuran volume air limbah yang dibuang ke badan air setelah dilakukan pengolahan di IPAL dan pengujian secara berkala."",""aspect"":""wastewater discharge measurement"",""aspect_category"":""E"",""ontology_uri"":""GRI303-2"",""sentiment"":""positive"",""tone"":""Action"",""confidence"":0.91},{""sentence"":""Berdasarkan hasil pengujian di laboratorium, selama tahun 2023, tidak ada parameter pengukuran air limbah yang melampaui baku mutu yang berlaku."",""aspect"":""wastewater discharge compliance"",""aspect_category"":""E"",""ontology_uri"":""GRI303-2"",""sentiment"":""positive"",""tone"":""Outcome"",""confidence"":0.95},{""sentence"":""Dengan demikian, pada laporan ini, tidak ada volume air hasil pemanfaatan dari daur ulang air limbah."",""aspect"":""wastewater reuse"",""aspect_category"":""E"",""ontology_uri"":""GRI303-2"",""sentiment"":""neutral"",""tone"":""Outcome"",""confidence"":0.6}]]",Sustainability Report 2023 PT Berlina Tbk.pdf,94,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 94,626
"[
    {
        ""sentence"": ""The Company adheres to the principle of prudence in carrying out its business activities to avoid any spill incidents that potentially affect the quality of soil, water, air, biodiversity, and the health of employees."",
        ""aspect"": ""spill prevention"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""positive"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""The Company supports biodiversity preservation through various efforts, including supporting conservation activities via CSR programs, such as tree planting in factories and distributing plant seeds to residents."",
        ""aspect"": ""biodiversity"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI303"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.92
    }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,95,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 95,627
"[
  {
    ""sentence"": ""Perseroan tidak membangun atau menjalankan usaha di lokasi yang berdekatan dengan kawasan lindung atau kawasan dengan nilai keanekaragaman hayati tinggi di luar kawasan lindung."",
    ""aspect"": ""biodiversity"",
    ""aspect_category"": ""S"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Kepatuhan terhadap regulasi lingkungan merupakan salah satu prioritas bagi Perseroan dalam upaya mewujudkan lingkungan lestari."",
    ""aspect"": ""environmental compliance"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Dengan mengalokasikan biaya lingkungan yang alokasi penggunaannya sangat beragam, Komitmen Perseroan terhadap lingkungan juga diwujudkan."",
    ""aspect"": ""environmental costs"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI304"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""Pada tahun pelaporan, Perseroan tidak menerima pengaduan terkait lingkungan."",
    ""aspect"": ""environmental compliance"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Pada tahun 2023, Perseroan mengeluarkan biaya lingkungan sebesar Rp1.161,3 juta."",
    ""aspect"": ""environmental costs"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI304"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.9
  }
]",Sustainability Report 2023 PT Berlina Tbk.pdf,96,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 96,628
[],Sustainability Report 2023 PT Berlina Tbk.pdf,97,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 97,629
"[{
    ""sentence"": ""# KINERJA SOSIAL BERKELANJUTAN SUSTAINABLE SOCIAL PERFORMANCE"",
    ""aspect"": ""social performance"",
    ""aspect_category"": ""S"",
    ""ontology_uri"": ""GRI400"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
}]",Sustainability Report 2023 PT Berlina Tbk.pdf,98,Sustainability Report 2023 PT Berlina Tbk.pdf | Page 98,630
